COD_ACIDENTE;DATA;LOG1;LOG2;NUMERO;BAIRRO;AMC;NATUREZA;ILUMINACAO;TEMPO;SUPERFICIEPISTA;TIPOCRUZAMENTO;CONTROLETRAFEGO;USOSOLO;MORTOS;FERIDOS;ILESOS;MOTOCICLETA;AUTOMOVEL;MICROONIBUS;CAMINHAO;ONIBUS;CICLOMOTOR;BICICLETA;OUTROS;TREM;TRACAOANIMAL;COORDENADAS
364673;2020-11-28 02:20:00;RD CE-025, ;, ; ;;;Choque c/ Obstáculo Fixo;;;;;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.4700486 -3.807811443);
365034;2020-11-28 02:14:00;AVENIDA MON TABOSA, ;, ; ;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
365033;2020-11-28 01:18:00;AVENIDA DR SILAS MUNGUBA, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(0 0);
365032;2020-11-27 23:14:00;AVENIDA WASHINGTON SOARES, 4567;, ; 4567;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.479714 -3.798655);
365031;2020-11-27 23:06:00;AVENIDA SEN FERNANDES TAVORA, 44;, ; 44;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;1;1;1;0;0;0;0;0;0;0;0;(-38.60561 -3.75379);
365030;2020-11-27 22:54:00;RUA LAURO NOGUEIRA, ;RUA BATISTA DE OLIVEIRA, ; ;;;Colisão;;;;Cruz;Não Há Controle;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.478301 -3.740086);
362799;2020-11-27 22:51:00;AVENIDA LINEU MACHADO, 1619;, ; 1619;;;Colisão;Via Iluminada;Bom;Seca;;;Longo da via;0;1;1;1;0;1;0;0;0;0;0;0;0;(-38.580904 -3.773624);
365027;2020-11-27 22:14:00;AVENIDA C CJ CEARA, 1829;, ; 1829;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.615826 -3.774384);
365026;2020-11-27 21:16:00;AVENIDA BENJAMIM BRASIL, 339;, ; 339;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;1;1;0;1;0;0;0;0;0;0;0;0;(-38.570091182 -3.803865455);
365025;2020-11-27 21:05:00;RUA BETEL, ;, ; ;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;2;0;0;0;0;0;0;0;0;0;0;0;(0 0);
364743;2020-11-27 21:04:00;RUA VITAL BRASIL, ;RUA TAUBATE, ; ;;;Colisão;;;;Cruz;Pare;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.597995 -3.778012);
365022;2020-11-27 20:03:00;AVENIDA CASTELO DE CASTRO, 82;, ; 82;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;1;1;1;0;0;0;0;0;0;0;0;0;(-38.5214485 -3.829482);
365019;2020-11-27 19:34:00;AVENIDA PRS CASTELO BRANCO, 4301;, ; 4301;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.5707723 -3.707541);
365018;2020-11-27 19:30:00;AVENIDA ARY THIERS, 579;, ; 579;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;0;0;0;0;0;0;0;0;0;0;(0 0);
362798;2020-11-27 18:54:00;RUA CASTRO E SILVA, ;RUA BAR RIO BRANCO, ; ;;;Colisão;Via Iluminada;Bom;Seca;Cruz;Semáforo;Cruzamento;0;1;2;0;1;0;0;1;0;0;0;0;0;(-38.527429 -3.723847);
365014;2020-11-27 17:56:00;AVENIDA ENG SANTANA JUNIOR, ;AVENIDA ENG ALBERTO SA, ; ;;;Colisão;Anoitecer;;;Cruz;Semáforo;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.480624 -3.733357);
365012;2020-11-27 17:56:00;AVENIDA PRS COSTA E SILVA, ;, ; ;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(0 0);
365010;2020-11-27 17:54:00;AVENIDA SIQUEIRA CAMPOS, 356;, ; 356;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.621012 -3.819381);
365008;2020-11-27 17:39:00;AVENIDA SGT HERMINIO SAMPAIO, 1798;, ; 1798;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;2;0;0;0;0;0;0;0;0;0;0;0;(-38.556885 -3.7257);
365007;2020-11-27 17:33:00;AVENIDA GAL OSORIO DE PAIVA, 6399;, ; 6399;;;Queda;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.6059711 -3.8088987);
365006;2020-11-27 17:32:00;RUA AFONSO HENRIQUE, ;AVENIDA ODILON GUIMARAES, ; ;;;Colisão;Anoitecer;;;T;Pare;Cruzamento;0;2;1;1;1;0;0;0;0;0;0;0;0;(-38.48033 -3.82672);
365005;2020-11-27 17:19:00;AVENIDA DUQ CAXIAS, ;, ; ;;;Queda;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(0 0);
364744;2020-11-27 17:03:00;AVENIDA PRS CASTELO BRANCO, 901;, ; 901;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.53134654 -3.719760919);
364745;2020-11-27 16:32:00;RUA ANTONIO ALVES RIBEIRO, ;, ; ;;;Colisão;Luz do Dia;;;;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(0 0);
364672;2020-11-27 16:00:00;RD CE-040, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;0;3;0;3;0;0;0;0;0;0;0;0;(-38.47873348 -3.809596804);
364993;2020-11-27 15:59:00;RUA ESV AZEVEDO, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;0;2;0;0;0;0;0;0;0;0;(0 0);
364992;2020-11-27 15:43:00;RUA GAL CORDEIRO NETO, 712;, ; 712;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.57209 -3.81061);
362797;2020-11-27 14:43:00;AVENIDA OLIVEIRA PAIVA, 2503;, ; 2503;;;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de Quadra;Semáforo;Longo da via;0;1;1;1;0;0;0;1;0;0;0;0;0;(-38.484139 -3.796087);
364991;2020-11-27 14:33:00;RUA FRANCISCO MATIAS, ;, ; ;;;Choque c/ Obstáculo Fixo;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(0 0);
364990;2020-11-27 14:32:00;AVENIDA CONTORNO NORTE D71, 1395;, ; 1395;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.589473 -3.811796);
364989;2020-11-27 12:44:00;AVENIDA SEN FERNANDES TAVORA, ;AVENIDA LINEU MACHADO, ; ;;;Colisão;Luz do Dia;;;Cruz;Semáforo;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.57654 -3.765199);
364988;2020-11-27 11:56:00;RUA PLANALTINA (PL AYRTON SENNA), ;RUA JOAQUIM CORREIA, ; ;;;Colisão;Luz do Dia;;;;;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.568885 -3.835665);
364987;2020-11-27 11:49:00;AVENIDA DR JOAO MACIEL FILHO, 450;, ; 450;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.4959316 -3.78686671);
364986;2020-11-27 11:21:00;RUA ANDRADE FURTADO, ;RUA JOSE BORBA VASCONCELOS, ; ;;;Colisão;Luz do Dia;;;T;Pare;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.47152 -3.74494);
362796;2020-11-27 11:17:00;AVENIDA HERACLITO GRACA, ;RUA RODRIGUES JUNIOR, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de Quadra;Semáforo;Cruzamento;0;1;1;1;0;0;1;0;0;0;0;0;0;(-38.521831 -3.734374);
364983;2020-11-27 11:01:00;RUA DA FE, 196;, ; 196;;;Atropelamento;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;0;1;0;0;0;0;0;0;0;0;(-38.5578672 -3.71521336);
364671;2020-11-27 09:00:00;RD CE-060, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.582111 -3.834064);
364982;2020-11-27 08:43:00;RUA ROTARY, 183;, ; 183;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(-38.5554339 -3.74185233);
364981;2020-11-27 08:08:00;AVENIDA CARAPINIMA, 2573;, ; 2573;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;0;0;1;0;0;0;0;0;0;(0 0);
364978;2020-11-27 07:53:00;RUA VIANA DE CARVALHO, 50;, ; 50;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.554515 -3.72245978);
364976;2020-11-27 07:48:00;RUA BERNARDO MANUEL, ;AVENIDA PRS COSTA E SILVA, ; ;;;Colisão;Luz do Dia;;;Cruz;Semáforo;Cruzamento;0;2;0;0;0;0;0;0;0;0;0;0;0;(-38.558276 -3.821079);
362794;2020-11-27 07:38:00;AVENIDA JOSE JATAHY, ;AVENIDA JOSE BASTOS, ; ;;;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Outros;Não Há Controle;Cruzamento;0;1;1;1;0;0;1;0;0;0;0;0;0;(-38.54602 -3.72608);
362795;2020-11-27 07:36:00;RUA GUSTAVO SAMPAIO, ;RUA DOM LINO, ; ;;;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;0;1;1;0;1;0;0;0;1;0;0;0;0;(-38.557313 -3.735435);
364975;2020-11-27 07:08:00;AVENIDA MOZART PINHEIRO DE LUCENA, 15;, ; 15;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.59213 -3.70629);
362793;2020-11-27 03:42:00;AVENIDA ALM HENRIQUE SABOIA, ;, ; ;;;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;2;0;2;0;0;0;0;0;0;0;0;(0 0);
364947;2020-11-26 23:25:00;AVENIDA DR SILAS MUNGUBA, 3530;, ; 3530;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;0;0;0;0;0;0;0;0;0;0;(-38.542008 -3.789802714);
364948;2020-11-26 22:30:00;AVENIDA ROGACIANO LEITE, 2440;, ; 2440;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;1;1;0;1;0;0;0;0;0;0;0;0;(-38.500618 -3.7766862);
364949;2020-11-26 22:16:00;RUA PRO ALVARO COSTA, 356;, ; 356;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.46578 -3.72358);
364951;2020-11-26 22:12:00;RUA ALBERTO MAGNO, 548;, ; 548;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;2;1;1;0;0;0;0;0;0;0;0;(-38.5462286 -3.76057883);
364953;2020-11-26 21:05:00;RUA DALVA DE OLIVEIRA, 1295;, ; 1295;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;0;0;0;0;0;0;0;0;0;0;(-38.53069 -3.84337);
364746;2020-11-26 20:40:00;AVENIDA SANTOS DUMONT, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;0;0;0;0;0;0;0;0;0;0;(0 0);
364955;2020-11-26 19:41:00;RUA PERGENTINO MAIA, 620;, ; 620;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;1;0;2;0;0;0;0;0;0;0;0;(-38.489058 -3.83138);
364957;2020-11-26 19:35:00;AVENIDA ALM HENRIQUE SABOIA, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;1;1;1;0;0;0;0;0;0;0;0;(0 0);
364959;2020-11-26 18:43:00;RUA CON DE CASTRO, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(0 0);
364937;2020-11-26 18:40:00;AVENIDA MOZART PINHEIRO DE LUCENA, 131;, ; 131;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.5922 -3.70653);
364960;2020-11-26 18:40:00;RUA COM GARCIA, 967;, ; 967;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.5828102 -3.79271674);
364936;2020-11-26 18:14:00;AVENIDA SEN FERNANDES TAVORA, ;, ; ;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(0 0);
364934;2020-11-26 17:37:00;AVENIDA ALM MAXIMIANO DA FONSECA, 1193;, ; 1193;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.485002 -3.771258);
364929;2020-11-26 17:27:00;RD BR 116, ;, ; ;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.503269 -3.822018);
364928;2020-11-26 16:37:00;RUA BAR ARATANHA, 225;, ; 225;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.5270477 -3.73490694);
364927;2020-11-26 15:57:00;AVENIDA SGT HERMINIO SAMPAIO, ;RUA ERETIDES MARTINS, ; ;;;Colisão;Luz do Dia;;;;;Cruzamento;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.560489 -3.726371);
364925;2020-11-26 15:42:00;AVENIDA OLIVEIRA PAIVA, 1691;, ; 1691;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.49136 -3.79584);
364924;2020-11-26 14:12:00;AVENIDA ANTONIO SALES, ;RUA SILVA PAULET, ; ;;;Atropelamento;Luz do Dia;;;Cruz;Semáforo;Cruzamento;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.508383 -3.743595);
364923;2020-11-26 14:12:00;RUA ERICO MOTA, 488;, ; 488;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;4;0;0;0;0;0;0;0;0;0;0;0;(-38.5619385 -3.74051725);
364922;2020-11-26 14:05:00;RUA JOAQUIM NABUCO, ;RUA CANUTO DE AGUIAR, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.49939 -3.72936);
362791;2020-11-26 13:45:00;AVENIDA JOVITA FEITOSA, ;RUA ERICO MOTA, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.56185 -3.740938);
364921;2020-11-26 13:44:00;RUA TEN ELIEZER COSTA, ;RUA ANTONIO ARRUDA, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.59105 -3.7101974);
362792;2020-11-26 13:34:00;RUA CARVALHO JUNIOR, ;RUA ALVARO BOMILCAR, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.50971 -3.75845);
364916;2020-11-26 13:01:00;AVENIDA WASHINGTON SOARES, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(0 0);
364903;2020-11-26 10:51:00;AVENIDA GOV RAUL BARBOSA, ;AVENIDA GAL MURILO BORGES, ; ;;;Colisão;Luz do Dia;;;;;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.508802 -3.763977);
364902;2020-11-26 10:22:00;RUA LUIS GUIMARAES, 713;, ; 713;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(0 0);
364898;2020-11-26 10:09:00;RUA PDE PEDRO DE ALENCAR, 1971;, ; 1971;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;0;0;0;0;0;0;0;0;0;0;(-38.49451 -3.8454275);
364893;2020-11-26 08:00:00;AVENIDA GAL OSORIO DE PAIVA, 1127;, ; 1127;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.57207319 -3.779145525);
364688;2020-11-26 07:58:00;AVENIDA ALANIS MARIA LAURINDO DE OLIVEIRA, 1150;, ; 1150;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.609676 -3.7710953);
364891;2020-11-26 07:58:00;AVENIDA H CJ CEARA, 1150;, ; 1150;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.608042 -3.775514);
364890;2020-11-26 07:45:00;RD BR 116, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.497727 -3.86467);
364886;2020-11-26 07:37:00;RUA PDE MIGUELINHO, 1369;, ; 1369;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.53407 -3.74252);
364882;2020-11-26 06:57:00;RUA POMPILIO GOMES, 410;, ; 410;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(0 0);
364527;2020-11-26 06:21:00;RD BR 116, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
364526;2020-11-26 00:34:00;AVENIDA ENG ALBERTO SA, 220;, ; 220;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.47861 -3.733758);
364675;2020-11-26 00:30:00;AVENIDA SEN CARLOS JEREISSATI (AEROPORTO), ;, ; ;;;Capotamento;;;;Meio de Quadra;;Longo da via;0;0;1;0;1;0;0;0;0;0;0;0;0;(-38.544038 -3.779641);
364525;2020-11-26 00:30:00;RUA GUILHERME ROCHA, 1430;, ; 1430;;;Queda;;;;Meio de Quadra;;Longo da via;0;2;0;1;0;0;0;0;0;0;0;0;0;(-38.538762 -3.723475);
364448;2020-11-25 21:51:00;RUA EDMILSON BARROS DE OLIVEIRA, 125;, ; 125;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(0 0);
364445;2020-11-25 21:07:00;AVENIDA GOV RAUL BARBOSA, ;, ; ;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
364444;2020-11-25 19:39:00;RUA MELO DE OLIVEIRA, 1392;, ; 1392;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.5805425 -3.7771065);
364443;2020-11-25 18:37:00;AVENIDA LINEU MACHADO, 246;, ; 246;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.5752185 -3.7627065);
364442;2020-11-25 18:30:00;RUA LUCIANO DE QUEIROS, 1751;, ; 1751;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.5861097 -3.77364623);
364440;2020-11-25 18:23:00;AVENIDA SEN FERNANDES TAVORA, ;, ; ;;;Atropelamento;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
364439;2020-11-25 18:12:00;RUA VIS CAUIPE, 165;, ; 165;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.57991818 -3.775015059);
364438;2020-11-25 17:04:00;RUA ESTEVAO DE CAMPOS, 549;, ; 549;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.580202 -3.704824);
364437;2020-11-25 16:21:00;RUA JOSE HIPOLITO, 1251;, ; 1251;;;Não informado;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.485183 -3.836172);
364872;2020-11-25 16:20:00;RUA CANDIDO CASTELO BRANCO, 830;, ; 830;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;0;2;0;0;0;0;0;0;0;0;(0 0);
364674;2020-11-25 15:00:00;RD CE-040, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;0;2;1;1;0;0;0;0;0;0;0;0;(-38.48088284 -3.84257666);
362790;2020-11-25 14:36:00;RUA DOM HENRIQUE, ;RUA MON AGOSTINHO, ; ;;;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.581683 -3.787384);
364354;2020-11-25 14:31:00;AVENIDA CONTORNO NORTE D71, ;, ; ;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
364352;2020-11-25 14:05:00;AVENIDA ALM HENRIQUE SABOIA, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
364353;2020-11-25 14:05:00;AVENIDA ALM HENRIQUE SABOIA, ;, ; ;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
364351;2020-11-25 12:10:00;AVENIDA MR HULL, 5286;, ; 5286;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;2;0;0;0;0;0;0;0;0;0;(-38.591639 -3.739677);
364747;2020-11-25 11:00:00;AVENIDA ANTONIO SALES, ;RUA PRO DIAS DA ROCHA, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;0;2;0;2;0;0;0;0;0;0;0;0;(-38.495535 -3.747586);
364350;2020-11-25 10:15:00;AVENIDA IMPERADOR, 373;, ; 373;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5335381 -3.72410332);
364349;2020-11-25 09:50:00;RUA PRO EDGAR DE ARRUDA, ;RUA ARACAJU, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.586324 -3.757416);
364348;2020-11-25 09:45:00;RUA JOSE CARLOS GURGEL NOGUEIRA, 125;, ; 125;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;2;0;0;0;0;0;0;0;0;0;(-38.47386 -3.732973);
364347;2020-11-25 09:35:00;RUA DES GOMES PARENTE, 1478;, ; 1478;;;Colisão;Luz do Dia;;;;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
364346;2020-11-25 08:57:00;AVENIDA IMPERADOR, 1397;, ; 1397;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;2;0;0;0;0;0;0;0;0;0;(-38.536277 -3.73339);
364345;2020-11-25 08:49:00;RUA NATAL, ;AVENIDA SEN FERNANDES TAVORA, ; ;;;Colisão;Luz do Dia;;;Cruz;Não Há Controle;Cruzamento;0;1;0;2;0;0;0;0;0;0;0;0;0;(-38.590172 -3.757915);
364344;2020-11-25 08:48:00;RUA VALPARAISO, 1910;, ; 1910;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.51851 -3.846452);
362789;2020-11-25 08:45:00;AVENIDA IMPERADOR, 1367;, ; 1367;;;Colisão Traseira;Luz do Dia;Chuva;Molhada;Meio de Quadra;Não Há Controle;Longo da via;0;0;3;0;3;0;0;0;0;0;0;0;0;(-38.536179 -3.733045);
364342;2020-11-25 08:21:00;RUA ALUISIO AZEVEDO, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
364341;2020-11-25 08:06:00;AVENIDA SGT HERMINIO SAMPAIO, 853;, ; 853;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5483281 -3.724537);
364340;2020-11-25 08:05:00;RUA BETEL, 2385;, ; 2385;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
364339;2020-11-25 08:02:00;RUA PRO HERIBALDO COSTA, ;RUA PRO PAULO LOPES, ; ;;;Colisão;Luz do Dia;;;T;Pare;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.5828 -3.75802);
364338;2020-11-25 07:50:00;AVENIDA DR SILAS MUNGUBA, 5050;, ; 5050;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.53148158 -3.797488788);
364337;2020-11-25 07:47:00;AVENIDA GAL OSORIO DE PAIVA, ;, ; ;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
364336;2020-11-25 07:32:00;AVENIDA ALM HENRIQUE SABOIA, ;, ; ;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
364335;2020-11-25 07:04:00;RUA GUANABARA, 841;, ; 841;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;1;0;0;0;0;1;0;0;0;(-38.5698922 -3.75830643);
364334;2020-11-25 06:42:00;AVENIDA HIS RAIMUNDO GIRAO, 129;, ; 129;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5142 -3.72035);
364333;2020-11-25 06:12:00;AVENIDA SEN CARLOS JEREISSATI (AEROPORTO), ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(0 0);
362788;2020-11-25 01:35:00;RUA CICERO ALVES SOUZA, 101;, ; 101;;;Colisão Traseira;Via Iluminada;Nublado;Molhada;Meio de Quadra;Não Há Controle;Longo da via;0;2;0;0;2;0;0;0;0;0;0;0;0;(-38.4991703 -3.79302459);
364436;2020-11-25 00:00:00;RUA BERNARDO MANUEL, 10935;, ; 10935;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.55624963 -3.81459128);
