COD_ACIDENTE;DATA;LOG1;LOG2;NUMERO;BAIRRO;AMC;NATUREZA;ILUMINACAO;TEMPO;SUPERFICIEPISTA;TIPOCRUZAMENTO;CONTROLETRAFEGO;USOSOLO;MORTOS;FERIDOS;ILESOS;MOTOCICLETA;AUTOMOVEL;MICROONIBUS;CAMINHAO;ONIBUS;CICLOMOTOR;BICICLETA;OUTROS;TREM;TRACAOANIMAL;COORDENADAS
364332;2020-11-24 22:05:00;RUA JORGE FIGUEIREDO (ANCURI), 2733;, ; 2733;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.52247 -3.88705);
362786;2020-11-24 21:01:00;RUA ERNESTO PEDRO SANTOS, 715;, ; 715;;;Colisão Lateral;Via Iluminada;Bom;Seca;;;Longo da via;0;0;2;1;0;0;0;1;0;0;0;0;0;(-38.5774811 -3.76488884);
362785;2020-11-24 20:43:00;AVENIDA ROGACIANO LEITE, 2001;, ; 2001;;;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.498551 -3.772065);
364331;2020-11-24 20:40:00;AVENIDA FRANCISCO SA, 4521;, ; 4521;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.565016 -3.714822);
364330;2020-11-24 20:17:00;RUA SGT JOAO PINHEIRO, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
364847;2020-11-24 20:12:00;AVENIDA CEL CARVALHO, 1700;, ; 1700;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.587938 -3.717512);
364328;2020-11-24 19:46:00;RD BR 116, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(0 0);
364846;2020-11-24 18:38:00;RUA ERNESTO PEDRO SANTOS, 650;, ; 650;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.5777621 -3.76541633);
364326;2020-11-24 18:13:00;RD BR 116, ;RUA STA EFIGENIA, ; ;;;Colisão;Anoitecer;;;;;Cruzamento;0;1;0;1;0;0;0;0;0;0;1;0;0;(-38.501375 -3.838768);
364325;2020-11-24 17:36:00;RUA BELEM, ;RUA PORTO ALEGRE, ; ;;;Colisão;Anoitecer;;;Cruz;Pare;Cruzamento;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.593146 -3.758893);
364324;2020-11-24 17:01:00;RUA VINTE E QUATRO DE MAIO, 411;, ; 411;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.5314583 -3.72525997);
362782;2020-11-24 16:56:00;AVENIDA CARAPINIMA, 1783;, ; 1783;;;Colisão Transversal;Luz do Dia;Bom;Seca;Outros;Não Há Controle;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.537423 -3.737277);
364267;2020-11-24 16:41:00;AVENIDA PONTES VIEIRA, ;RUA VIS MAUA, ; ;;;Colisão;Luz do Dia;;;Cruz;Semáforo;Cruzamento;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.504401 -3.751653);
362783;2020-11-24 16:29:00;AVENIDA LAURO VIEIRA CHAVES, ;RUA JOSE FELICIO, ; ;;;Colisão Lateral;Luz do Dia;Bom;Seca;T;Pare;Cruzamento;0;0;2;0;2;0;0;0;0;0;0;0;0;(-38.539334 -3.772064);
362780;2020-11-24 16:00:00;AVENIDA DUQ CAXIAS, 144;, ; 144;;;Atropelamento;Luz do Dia;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;2;0;1;0;0;0;0;0;0;0;0;0;(-38.52582 -3.73302);
364266;2020-11-24 15:00:00;AVENIDA ROGACIANO LEITE, ;AVENIDA WASHINGTON SOARES, ; ;;;Colisão;Luz do Dia;;;;;Cruzamento;0;1;2;1;1;0;0;0;0;0;0;0;0;(-38.491477 -3.756482);
362781;2020-11-24 15:00:00;RUA VICENTE LEITE, 1154;, ; 1154;;;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.4953327 -3.73691211);
364262;2020-11-24 13:39:00;AVENIDA IMPERADOR, 1738;, ; 1738;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.53719 -3.73645655);
364261;2020-11-24 13:24:00;AVENIDA CARAPINIMA, ;, ; ;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
364691;2020-11-24 13:15:00;AVENIDA SEN CARLOS JEREISSATI (AEROPORTO), 3000;, ; 3000;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;0;2;0;2;0;0;0;0;0;0;0;0;(-38.544038 -3.779641);
364259;2020-11-24 12:41:00;AVENIDA DOS EXPEDICIONARIOS, 3489;, ; 3489;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.536849 -3.750712);
364258;2020-11-24 11:58:00;RUA COS LAFAYETE, 586;, ; 586;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.5834378 -3.71791941);
364689;2020-11-24 11:50:00;RD CE-025, ;, ; ;;;Engavetamento;Luz do Dia;;;Meio de Quadra;;Longo da via;0;0;3;0;2;0;0;0;0;0;0;0;0;(-38.45224656 -3.805889179);
364690;2020-11-24 10:30:00;AVENIDA SEN CARLOS JEREISSATI (AEROPORTO), ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;0;2;0;2;0;0;0;0;0;0;0;0;(-38.544038 -3.779641);
364327;2020-11-24 10:19:00;RUA DESCARTES BRAGA, 171;, ; 171;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.61019 -3.79536);
364748;2020-11-24 08:50:00;AVENIDA JOSE JATAHY, ;AVENIDA BEZERRA DE MENEZES, ; ;;;Colisão;Luz do Dia;;;Cruz;Semáforo;Cruzamento;0;1;1;1;0;0;1;0;0;0;0;0;0;(-38.5450206 -3.7315183);
362779;2020-11-24 08:30:00;AVENIDA JOSE BASTOS, 3512;, ; 3512;;;Colisão Lateral;Luz do Dia;Chuva;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.550348 -3.749887);
363990;2020-11-24 08:00:00;AVENIDA JOAO PESSOA, ;RUA ANTONIO MARTINS, ; ;;;Colisão Transversal;Luz do Dia;;;T;Gesto;Cruzamento;1;2;0;2;0;0;0;0;0;0;0;0;0;(-38.552153 -3.755443);
364257;2020-11-24 07:36:00;AVENIDA AGUANAMBI, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;2;0;0;0;0;0;0;0;0;(0 0);
364749;2020-11-24 07:00:00;AVENIDA 13 DE MAIO, 360;, ; 360;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;0;2;0;2;0;0;0;0;0;0;0;0;(-38.52475 -3.753242);
364256;2020-11-24 01:26:00;AVENIDA FRE CIRILO, 3481;, ; 3481;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.49841 -3.815042);
364751;2020-11-24 01:00:00;AVENIDA H UI 508, 2959;, ; 2959;;;Colisão;;;;Meio de Quadra;;Longo da via;0;0;2;0;2;0;0;0;0;0;0;0;0;(-38.60472 -3.77492);
364255;2020-11-24 00:17:00;RUA MON HIPOLITO BRASIL, 1200;, ; 1200;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.581469 -3.757485);
364791;2020-11-23 23:33:00;RUA VIS CAIRU, 468;, ; 468;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.46467 -3.72676);
364757;2020-11-23 21:22:00;RUA MINAS GERAIS, 900;, ; 900;;;Colisão;;;;;;Longo da via;0;2;1;0;1;0;0;0;0;0;0;0;0;(-38.5645583 -3.75523706);
362778;2020-11-23 20:50:00;RUA NAT FEIJO, ;RUA GERSON FARIAS, ; ;;;Colisão Transversal;Via Iluminada;Bom;Seca;Duplo T;Não Há Controle;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.552399 -3.722386);
364800;2020-11-23 19:32:00;AVENIDA MR HULL, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;1;0;2;0;0;0;0;0;0;0;0;(0 0);
364802;2020-11-23 18:59:00;AVENIDA ODILON GUIMARAES, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(0 0);
364804;2020-11-23 18:54:00;RUA RAIMUNDO MATIAS, 754;, ; 754;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.50806 -3.88896);
364805;2020-11-23 18:39:00;RUA PORTO VELHO, ;RUA SAO LUIS D30, ; ;;;Colisão;;;;Cruz;Outros;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.59403 -3.76219);
364806;2020-11-23 17:42:00;LOGRADOURO SEM NOME, ;, ; ;;;Queda;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
364807;2020-11-23 16:53:00;AVENIDA PRS COSTA E SILVA, ;, ; ;;;Atropelamento;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;0;0;0;0;1;0;0;0;0;0;(0 0);
364808;2020-11-23 16:52:00;AVENIDA GENIBAU, 615;, ; 615;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.6002958 -3.76070756);
364810;2020-11-23 16:15:00;RUA CEL MATOS DOURADO, 228;, ; 228;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.5852135 -3.740878);
364694;2020-11-23 15:40:00;RD CE-040, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;0;2;0;1;0;0;1;0;0;0;0;0;(-38.47873348 -3.809596804);
364811;2020-11-23 15:25:00;RUA JULIO SILVA, 440;, ; 440;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.45462 -3.74537);
362777;2020-11-23 14:44:00;AVENIDA JOSE BASTOS, ;RUA TAVARES IRACEMA, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;T;Não Há Controle;Cruzamento;0;1;2;1;2;0;0;0;0;0;0;0;0;(-38.55277 -3.752313);
364812;2020-11-23 14:43:00;RUA PLANALTINA (PL AYRTON SENNA), 1690;, ; 1690;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;2;0;0;0;0;0;0;0;0;0;(-38.57117 -3.83661);
364814;2020-11-23 13:57:00;RUA MANUEL DE QUEIROZ, ;RUA BENTO ALBUQUERQUE, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.467393 -3.748837);
364692;2020-11-23 13:45:00;RD CE-025, ;, ; ;;;Colisão;Luz do Dia;;;;;Longo da via;0;1;1;1;0;0;1;0;0;0;0;0;0;(-38.44333873 -3.805111679);
362776;2020-11-23 13:35:00;RUA CURITIBA, ;RUA PRO MIRAMAR DA PONTE, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.584628 -3.759586);
362775;2020-11-23 11:15:00;RUA ALUISIO AZEVEDO, 460;, ; 460;;;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.5772431 -3.77122714);
362774;2020-11-23 10:38:00;AVENIDA ENG ALBERTO SA, 620;RUA JOSE CARLOS GURGEL NOGUEIRA, ; 620;;;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de Quadra;Semáforo;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.475012 -3.7348);
364819;2020-11-23 10:26:00;AVENIDA JOAO DE ARAUJO LIMA, 2161;, ; 2161;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.562347 -3.84106);
364821;2020-11-23 10:24:00;RUA FRE TEOBALDO, ;RUA COS GOUVEIA, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.56213 -3.716611);
362773;2020-11-23 10:09:00;AVENIDA DOMINGOS OLIMPIO, ;RUA DOM GERONIMO, ; ;;;Colisão Lateral;Luz do Dia;Nublado;Molhada;Cruz;Pare;Cruzamento;0;2;0;1;0;0;0;0;0;0;0;0;0;(-38.54346 -3.73321);
362771;2020-11-23 09:58:00;RUA MARIA GOMES DE SA, 1330;, ; 1330;;;Colisão Lateral;Luz do Dia;Bom;Seca;T;Não Há Controle;Longo da via;0;0;1;1;1;0;0;0;0;0;0;0;0;(-38.5828585 -3.82476);
364824;2020-11-23 09:35:00;RUA DOM JERONIMO D06, 382;, ; 382;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.5431456 -3.73474596);
364825;2020-11-23 09:33:00;AVENIDA ENG HUMBERTO MONTE, ;RUA PAPI JUNIOR, ; ;;;Queda;Luz do Dia;;;Cruz;Pare;Cruzamento;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.557697 -3.752552);
364826;2020-11-23 09:08:00;AVENIDA ANTONIO SALES, 3410;, ; 3410;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.494494 -3.747916);
364827;2020-11-23 09:06:00;RUA PRO HERIBALDO COSTA, 768;, ; 768;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.583594 -3.759504);
362768;2020-11-23 08:53:00;AVENIDA FRE CIRILO, 4141;, ; 4141;;;Não informado;Luz do Dia;Nublado;Seca;Meio de Quadra;Semáforo;Longo da via;0;2;0;0;1;0;0;1;0;0;0;0;0;(-38.4959 -3.82052);
362769;2020-11-23 08:46:00;AVENIDA LAURO VIEIRA CHAVES, 1538;, ; 1538;;;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;1;0;1;0;0;0;0;1;0;0;0;(-38.5412236 -3.77173394);
364823;2020-11-23 08:39:00;RUA AMADEU FURTADO, 726;, ; 726;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.5627873 -3.74171181);
362770;2020-11-23 08:32:00;AVENIDA SGT HERMINIO SAMPAIO, ;AVENIDA DR THEBERGE, ; ;;;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;0;1;1;1;0;0;1;0;0;0;0;0;0;(-38.569276 -3.727916);
362772;2020-11-23 08:12:00;RUA MON CATAO, ;RUA MARCOS MACEDO, ; ;;;Não informado;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;0;2;0;0;2;0;0;0;0;0;0;0;0;(-38.48993 -3.7368498);
364828;2020-11-23 07:07:00;AVENIDA BEIRA MAR, ;RUA JULIO IBIAPINA, ; ;;;Atropelamento;Luz do Dia;;;;Não Há Controle;Cruzamento;0;1;1;0;0;0;0;0;0;1;0;0;0;(-38.491503 -3.725637);
364829;2020-11-23 06:48:00;AVENIDA GAL OSORIO DE PAIVA, 1470;, ; 1470;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.57487539 -3.780930091);
364693;2020-11-23 06:40:00;RD CE-040, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;0;2;1;1;0;0;0;0;0;0;0;0;(-38.48246582 -3.834450897);
364830;2020-11-23 00:26:00;RUA BERNARDO MANUEL, 10970;, ; 10970;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5564719 -3.815326);
364831;2020-11-22 22:47:00;RUA LUIZ FCO XAVIER, 1168;, ; 1168;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.48777 -3.84988);
364832;2020-11-22 21:34:00;RUA 860 CJ CEARA, ;, ; ;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;1;1;0;1;0;0;0;0;0;0;0;0;(0 0);
364833;2020-11-22 21:26:00;RUA DAURA, 933;, ; 933;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.511704 -3.8224095);
364835;2020-11-22 21:09:00;AVENIDA SEN FERNANDES TAVORA, 976;, ; 976;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;1;1;0;1;0;0;0;0;0;0;0;0;(-38.581834 -3.76236625);
364834;2020-11-22 20:59:00;RUA MARGINAL VERDE OESTE, 245;, ; 245;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.58983 -3.77723);
362767;2020-11-22 20:22:00;RUA DOM MAURICIO, 450;, ; 450;;;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;2;1;1;1;0;0;0;0;0;0;0;0;(-38.57613 -3.73256);
364567;2020-11-22 20:20:00;RD CE-060, 5638;, ; 5638;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;1;1;0;1;0;0;0;0;0;0;0;0;(-38.5795 -3.826136);
364569;2020-11-22 19:35:00;RD CE-040, 5641;, ; 5641;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;1;0;1;0;0;0;0;1;0;0;0;(-38.47873348 -3.809596804);
364848;2020-11-22 18:43:00;AVENIDA MR HULL, ;, ; ;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(0 0);
364849;2020-11-22 18:02:00;LOGRADOURO SEM NOME, ;, ; ;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(0 0);
364096;2020-11-22 17:40:00;RUA CEL MATOS DOURADO, 1129;, ; 1129;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;1;1;1;1;1;0;0;0;0;0;0;0;0;(-38.584671 -3.749137);
364850;2020-11-22 17:36:00;RUA RUI MONTE, 1220;, ; 1220;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;2;1;1;1;0;0;0;0;0;0;0;0;(-38.58491 -3.74878);
362766;2020-11-22 16:53:00;RUA ALBERTO MAGNO, 239;RUA PRO COSTA MENDES, ; 239;;;Não informado;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;0;0;2;0;2;0;0;0;0;0;0;0;0;(-38.543548 -3.757528);
364851;2020-11-22 16:48:00;AVENIDA MR HULL, 4800;, ; 4800;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(-38.5877025 -3.7390795);
364855;2020-11-22 15:47:00;AVENIDA DR THEBERGE, 1640;, ; 1640;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.56526813 -3.715612967);
363051;2020-11-22 14:00:00;RUA JOAO CORDEIRO, 1524;, ; 1524;;;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;2;0;0;2;0;0;0;0;0;0;0;0;(-38.5157254 -3.73390981);
364857;2020-11-22 12:09:00;AVENIDA CASTELO DE CASTRO, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;0;0;0;0;0;0;0;0;0;0;(0 0);
364861;2020-11-22 11:35:00;RUA SUECIA, 1179;, ; 1179;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.55508 -3.78609);
362787;2020-11-22 10:57:00;RUA SGT BARBOSA, ;RUA 23 DE JULHO, ; ;;;Colisão;Luz do Dia;Bom;Seca;Meio de Quadra;Pare;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.61856 -3.77905);
362765;2020-11-22 10:40:00;AVENIDA DOM MANUEL, ;RUA ROCHA LIMA, ; ;;;Colisão Transversal;Luz do Dia;Nublado;Seca;Cruz;Semáforo;Cruzamento;0;2;2;0;2;0;0;0;0;0;0;0;0;(-38.523587 -3.735959);
364863;2020-11-22 06:44:00;RUA URUCUTUBA, 140;, ; 140;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5971499 -3.79831769);
362763;2020-11-22 06:05:00;RUA BAR SOBRAL, ;RUA EUZEBIO DE QUEIROS, ; ;;;Colisão Lateral;Luz do Dia;Nublado;Seca;Cruz;Pare;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.554121 -3.767051);
364865;2020-11-22 05:30:00;AVENIDA A CJ CEARA, ;, ; ;;;Choque c/ Obstáculo Fixo;Amanhecer;;;Meio de Quadra;;Longo da via;0;2;0;0;1;0;0;0;0;0;0;0;0;(0 0);
362764;2020-11-22 05:30:00;RUA GUILHERME ROCHA, ;RUA COS ESTELITA, ; ;;;Choque c/ Obstáculo Fixo;Amanhecer;Bom;Seca;Cruz;Pare;Cruzamento;0;2;0;0;1;0;0;0;0;0;0;0;0;(-38.539177 -3.723347);
364566;2020-11-22 05:20:00;RD CE-025, 1240;, ; 1240;;;Colisão;Amanhecer;;;Meio de Quadra;;Longo da via;0;2;1;1;1;0;0;0;0;0;0;0;0;(-38.46108452 -3.807634505);
364866;2020-11-22 03:16:00;RUA VITAL BRASIL, 2109;, ; 2109;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.59962 -3.77758);
364867;2020-11-22 03:08:00;AVENIDA GAL OSORIO DE PAIVA, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;0;0;0;0;0;0;0;0;0;0;(0 0);
364868;2020-11-22 02:28:00;AVENIDA BENJAMIM BRASIL, 2080;, ; 2080;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;0;0;0;0;0;0;0;0;0;0;(-38.558439869 -3.808098709);
364869;2020-11-22 00:46:00;RUA DIOGO CORREIA, 486;, ; 486;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.590656 -3.769829);
364759;2020-11-22 00:45:00;RUA BERNARDO MANUEL, 10605;, ; 10605;;;Colisão;;;;Meio de Quadra;;Longo da via;0;0;2;0;2;0;0;0;0;0;0;0;0;(-38.5554026 -3.81186202);
364870;2020-11-22 00:37:00;AVENIDA GODOFREDO MACIEL, 2385;, ; 2385;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.569776 -3.796044);
364871;2020-11-22 00:26:00;RUA BERNARDO MANUEL, 7525;, ; 7525;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.546927 -3.784073);
364874;2020-11-21 23:28:00;LOGRADOURO SEM NOME, ;, ; ;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(0 0);
364875;2020-11-21 22:18:00;RUA TIBURCIO CAVALCANTE, ;RUA COSTA BARROS, ; ;;;Colisão;;;;T;Não Há Controle;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.501794 -3.733549);
362762;2020-11-21 21:24:00;AVENIDA GAL OSORIO DE PAIVA, 5872;, ; 5872;;;Atropelamento;Via Iluminada;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;1;0;1;0;0;0;0;0;0;0;0;(-38.605148 -3.807904);
363046;2020-11-21 19:50:00;RUA NOGUEIRA ACIOLI, 805;, ; 805;;;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;2;0;0;2;0;0;0;0;0;0;0;0;(-38.5169454 -3.73026874);
363049;2020-11-21 19:05:00;RUA JOSE NAPOLEAO, 355;, ; 355;;;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de Quadra;Pare;Longo da via;0;0;2;0;2;0;0;0;0;0;0;0;0;(-38.4900137 -3.72806471);
363047;2020-11-21 18:08:00;RUA CEL MATOS DOURADO, 509;, ; 509;;;Colisão Transversal;Anoitecer;Bom;Seca;Meio de Quadra;Outros;Longo da via;0;2;1;1;1;0;0;0;0;0;0;0;0;(-38.585046 -3.743148);
364877;2020-11-21 17:48:00;RD BR 116, 11000;, ; 11000;;;Queda;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.497176 -3.84716);
364878;2020-11-21 17:29:00;AVENIDA PENETRACAO NORTE 71, 205;, ; 205;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.5853905 -3.8159695);
364879;2020-11-21 17:22:00;AVENIDA PRS COSTA E SILVA, 591;, ; 591;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;2;0;0;0;0;0;0;0;0;0;0;0;(-38.50099 -3.8323507);
364880;2020-11-21 17:03:00;AVENIDA CARAPINIMA, ;AVENIDA 13 DE MAIO, ; ;;;Colisão;Anoitecer;;;Cruz;Semáforo;Cruzamento;0;1;1;2;0;0;0;0;0;0;0;0;0;(-38.540239 -3.740001);
364881;2020-11-21 16:46:00;RUA CEL MATOS DOURADO, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(0 0);
364883;2020-11-21 16:24:00;RUA ROSA CRUZ, 541;, ; 541;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.56949 -3.79813);
364884;2020-11-21 16:19:00;RUA SUICA, 840;, ; 840;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.5770629 -3.79385295);
364885;2020-11-21 16:00:00;AVENIDA PERIMETRAL, 1124;, ; 1124;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.590123 -3.78597073);
364559;2020-11-21 16:00:00;RD CE-040, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;0;2;0;2;0;0;0;0;0;0;0;0;(-38.4810839 -3.782614325);
